C:\Users\Rafael\Desktop\data\IMG\center_2020_03_14_21_44_15_110.jpg, C:\Users\Rafael\Desktop\data\IMG\left_2020_03_14_21_44_15_110.jpg, C:\Users\Rafael\Desktop\data\IMG\right_2020_03_14_21_44_15_110.jpg, 0, 0, 0, 7.932006E-05
C:\Users\Rafael\Desktop\data\IMG\center_2020_03_14_21_44_15_214.jpg, C:\Users\Rafael\Desktop\data\IMG\left_2020_03_14_21_44_15_214.jpg, C:\Users\Rafael\Desktop\data\IMG\right_2020_03_14_21_44_15_214.jpg, 0, 0, 0, 7.815788E-05
C:\Users\Rafael\Desktop\data\IMG\center_2020_03_14_21_44_15_317.jpg, C:\Users\Rafael\Desktop\data\IMG\left_2020_03_14_21_44_15_317.jpg, C:\Users\Rafael\Desktop\data\IMG\right_2020_03_14_21_44_15_317.jpg, 0, 0, 0, 7.808513E-05
C:\Users\Rafael\Desktop\data\IMG\center_2020_03_14_21_44_15_423.jpg, C:\Users\Rafael\Desktop\data\IMG\left_2020_03_14_21_44_15_423.jpg, C:\Users\Rafael\Desktop\data\IMG\right_2020_03_14_21_44_15_423.jpg, 0, 0, 0, 7.803609E-05
C:\Users\Rafael\Desktop\data\IMG\center_2020_03_14_21_44_15_529.jpg, C:\Users\Rafael\Desktop\data\IMG\left_2020_03_14_21_44_15_529.jpg, C:\Users\Rafael\Desktop\data\IMG\right_2020_03_14_21_44_15_529.jpg, 0, 0, 0, 7.815795E-05
C:\Users\Rafael\Desktop\data\IMG\center_2020_03_14_21_44_15_635.jpg, C:\Users\Rafael\Desktop\data\IMG\left_2020_03_14_21_44_15_635.jpg, C:\Users\Rafael\Desktop\data\IMG\right_2020_03_14_21_44_15_635.jpg, 0, 0, 0, 8.023857E-05
C:\Users\Rafael\Desktop\data\IMG\center_2020_03_14_21_44_15_739.jpg, C:\Users\Rafael\Desktop\data\IMG\left_2020_03_14_21_44_15_739.jpg, C:\Users\Rafael\Desktop\data\IMG\right_2020_03_14_21_44_15_739.jpg, 0, 0, 0, 7.939569E-05
C:\Users\Rafael\Desktop\data\IMG\center_2020_03_14_21_44_15_844.jpg, C:\Users\Rafael\Desktop\data\IMG\left_2020_03_14_21_44_15_844.jpg, C:\Users\Rafael\Desktop\data\IMG\right_2020_03_14_21_44_15_844.jpg, 0, 0, 0, 7.795308E-05
C:\Users\Rafael\Desktop\data\IMG\center_2020_03_14_21_44_15_949.jpg, C:\Users\Rafael\Desktop\data\IMG\left_2020_03_14_21_44_15_949.jpg, C:\Users\Rafael\Desktop\data\IMG\right_2020_03_14_21_44_15_949.jpg, 0, 0, 0, 7.775518E-05
C:\Users\Rafael\Desktop\data\IMG\center_2020_03_14_21_44_16_052.jpg, C:\Users\Rafael\Desktop\data\IMG\left_2020_03_14_21_44_16_052.jpg, C:\Users\Rafael\Desktop\data\IMG\right_2020_03_14_21_44_16_052.jpg, 0, 0, 0, 7.80936E-05
C:\Users\Rafael\Desktop\data\IMG\center_2020_03_14_21_44_16_153.jpg, C:\Users\Rafael\Desktop\data\IMG\left_2020_03_14_21_44_16_153.jpg, C:\Users\Rafael\Desktop\data\IMG\right_2020_03_14_21_44_16_153.jpg, 0, 0, 0, 7.784856E-05
C:\Users\Rafael\Desktop\data\IMG\center_2020_03_14_21_44_16_258.jpg, C:\Users\Rafael\Desktop\data\IMG\left_2020_03_14_21_44_16_258.jpg, C:\Users\Rafael\Desktop\data\IMG\right_2020_03_14_21_44_16_258.jpg, 0, 0, 0, 8.027026E-05
C:\Users\Rafael\Desktop\data\IMG\center_2020_03_14_21_44_16_362.jpg, C:\Users\Rafael\Desktop\data\IMG\left_2020_03_14_21_44_16_362.jpg, C:\Users\Rafael\Desktop\data\IMG\right_2020_03_14_21_44_16_362.jpg, 0, 0, 0, 7.944967E-05
C:\Users\Rafael\Desktop\data\IMG\center_2020_03_14_21_44_16_466.jpg, C:\Users\Rafael\Desktop\data\IMG\left_2020_03_14_21_44_16_466.jpg, C:\Users\Rafael\Desktop\data\IMG\right_2020_03_14_21_44_16_466.jpg, 0, 0, 0, 7.833056E-05
C:\Users\Rafael\Desktop\data\IMG\center_2020_03_14_21_44_16_570.jpg, C:\Users\Rafael\Desktop\data\IMG\left_2020_03_14_21_44_16_570.jpg, C:\Users\Rafael\Desktop\data\IMG\right_2020_03_14_21_44_16_570.jpg, 0, 0, 0, 7.808762E-05
C:\Users\Rafael\Desktop\data\IMG\center_2020_03_14_21_44_16_673.jpg, C:\Users\Rafael\Desktop\data\IMG\left_2020_03_14_21_44_16_673.jpg, C:\Users\Rafael\Desktop\data\IMG\right_2020_03_14_21_44_16_673.jpg, 0, 0, 0, 7.823734E-05
C:\Users\Rafael\Desktop\data\IMG\center_2020_03_14_21_44_16_778.jpg, C:\Users\Rafael\Desktop\data\IMG\left_2020_03_14_21_44_16_778.jpg, C:\Users\Rafael\Desktop\data\IMG\right_2020_03_14_21_44_16_778.jpg, 0, 0, 0, 7.813696E-05
C:\Users\Rafael\Desktop\data\IMG\center_2020_03_14_21_44_16_879.jpg, C:\Users\Rafael\Desktop\data\IMG\left_2020_03_14_21_44_16_879.jpg, C:\Users\Rafael\Desktop\data\IMG\right_2020_03_14_21_44_16_879.jpg, 0, 0, 0, 7.80562E-05
C:\Users\Rafael\Desktop\data\IMG\center_2020_03_14_21_44_16_982.jpg, C:\Users\Rafael\Desktop\data\IMG\left_2020_03_14_21_44_16_982.jpg, C:\Users\Rafael\Desktop\data\IMG\right_2020_03_14_21_44_16_982.jpg, 0, 0, 0, 7.804696E-05
C:\Users\Rafael\Desktop\data\IMG\center_2020_03_14_21_44_17_085.jpg, C:\Users\Rafael\Desktop\data\IMG\left_2020_03_14_21_44_17_085.jpg, C:\Users\Rafael\Desktop\data\IMG\right_2020_03_14_21_44_17_085.jpg, 0, 0.271353, 0, 0.1643188
